student,TH
0134f9f410c65ad0e8c2254a7e9288670e02a183,6.1846025880497395
035f97702f2c01d26ab1fae8f39ea2f98a0caa3c,6.327116689730297
06024da8147b5cf6105beb4c403f67cf1ff0aea1,6.3319003447338655
0aaebc88f6106684d6993c156104c1ef36cf94e0,6.875785915309946
0bf111a9caedf02804f6991792490e63bc21058a,8.252832003449235
0d815307d5307124d148bbebfb41497230c4bd15,7.28907992643636
0eb93817d6eb3d5bd3e44dbc75971eea193b924f,7.168591760873843
12887fd9a4df4ba9b88a71f3fb1d2502a75995dd,7.291779979880657
137ffd846ed245676a14f1d5e8676a4ef646182b,6.2681253308791804
138c5848f009c004f0b8e2379316d5ec18332ff8,5.131152402017098
209d7c77e7a150b6990a3372f7cb24da0c0e7e07,7.433921548679585
2383a9a33025aa8759fee9a890f6420df0fc8b47,6.182437429033595
248ff20c10b7d18c30fc84ce214936f5bb440e6e,6.411254465251351
2855b4b4d03c37c94117e615a25e0e321ec8d77a,6.811580742424503
2fa311a94bc0da6d97955730d071ad6fcc770bfd,7.195598817745715
326a025b5c23347b9eb2c5ceae75a5908a461f69,6.470419095077234
339fff79c43561c995b29972a962ccec846c599f,6.845190916075313
36dbfe4759f861ee72011812df2178cbbfd736a1,6.78330713935672
39713cf2db02601e4bd6360ba70f8013c0433f48,5.868552714047472
3d4f612148056feeb651f4711c1f640f5015101a,2.6176702769030173
410357eb9129023509cfaf8d38be61c050bb3b05,5.143152232140526
4dcdd4c95ba88786172619ebea8aad4ec757a150,7.251729225326683
4df58b4a53afe49f40e1c054f9a2e8553352e254,6.4032146305485025
4f571f241bb2d884216b4712cdcd482e310a718a,6.4450116119275
508e0627871ed482bd8ab34544e43e5d856a889c,6.526784271457963
50f17ae2d9048b293cc969aa8668b365f9773f1b,5.666514462701843
5235e36e00b0e927e6ce9f6f771ef92915857989,6.088886626799091
529d7e5b25e40c18bb7ea49be0963ed7f3e288ea,7.363920931943122
541270fc6468b9399001ee5a8bfa0cd380e1db60,5.828429264645372
549b4b9f5408631f8a062a6a3b71c496646ee0fb,6.449805024645972
55ef1cb9ba9a618396f8f82aefdc261d00864381,6.987627919565135
59b2a9ae92876d8ce54309fe82bb92d7cffbc794,6.362961842480268
5b023883ac089df249ef06f7c8c4398f37e1c55d,5.249163659998272
5c67cd01bb445f9b80d30f2c551d0d42776898fe,6.361647857381217
61c0c30e1af44a3ad57880bfab7a88591a434b92,6.142560901722615
6434afe6261c6f3f4fdbad511a2db8ef090f8c07,5.222554734913696
67212308d026508fd5b6942ffbbdd7b0be2e89de,4.4561729849146
67f697ac574661dca982dcd95ba358bde5b48a8e,6.064054429938928
7186e8a3fb8c0322eee7e354ed8f1669885f6774,5.176287210539358
72a34636b5a1de1c3796e43d5abc564b4d0803e7,6.3045121923271665
737dd3b5a70f36e8bb79f4c5cf86c7ccfb1e7d55,6.547696079482877
73c38d8466f153b974c09c066d1469f63b856d07,7.629023849889487
73ec1e02101d9e26fb75fe8580eec218d09ba78b,3.485472367361981
7494b38c6d82b590c4afa6cc975f583f51395177,6.590747799518049
75ef6c3aff156ef52aa846c2fc3b26271e50e335,6.6768778812760265
797c7c555f32a47816ca7f0c017002a2131c132a,5.868384158288134
798e6393c36bd3b6dc0a9f97de7d4c87a6e5b252,3.9503967774356714
79fb09750bdb85310622bf240e1060ef8de8bce1,6.051572451166752
84a17972cc6d29489bbe205a9e7feb8745726fbc,7.821783186504687
84b6b2d70924066c8345f2bc2281791ae3188da2,6.833381928443015
851d9a4b9b8e236f2d62282ddf06fae57b7d9492,7.47978563212886
8531dba6dd1818a4e3f3ba5e355e1e5ea9276afe,7.454820848465083
8554d1155712da4bc72ec5921db3227311265359,8.76371979995436
8576d2d269326a29503a1763996227723fa531a7,7.731533774622267
85838695003ef753ce13327655b84defa54d6eae,9.245743759187349
859c3b6fce7256abf5acfef957e6c04134c01e4b,7.178123042074201
85bebedd9d4605ff6823f6f25c761e64a588bf22,7.244178706138103
85bf028205803eb9b1e5494c540ddd2938606606,7.685668943162615
861075bc29124627aacce66a29c6dd835abcf3be,6.920495902663207
8674a295a4ae610ccd77b60cbaa692db6a875761,7.72090162409663
86a7e49131f2acbd350c4b0b9a2243838bd4e122,7.244761741889265
86adc493a1cc74328222a194a1d1e3adf098b5c8,6.723192982352845
86d9a98ab0225d2c2faf6d51fe3b9fad194c3ce3,6.347701692868595
87322721181928972ce2b67242f61ff23275f3dd,8.16094309772728
875e48fd13e52a01a4d48d745d72128f25b9ec81,8.441097696618405
87752697bce404c9b410be71a45e76f3c7fc9392,7.3416356866248105
87b3a5eca0c70c7828168756cd7813cc8b3285bd,7.769288317986625
87ce4212940578f8ab9aaab4616b104ab515d4e9,9.09726606171776
87e4a8d6efab19e147f510e9b5d10c0d0ff5845e,6.753671906344874
88003ba023714648c4312658ad9a4b3703e56de0,6.880334621594679
88188301e8d3565c7f1e2cee1f9ab8794676216a,6.578071132350109
8819c6723e6d42ad569274ebe2ce4212fd8621c4,7.8762564217199165
884afc60bb87e1f0d85311221487273fc5d13d13,7.153066678265232
8866a6da23ad8a2abfb243905e0b5e2c98e366bc,7.486553299796487
88a694a270a460f5a09e1e8c569b036d03b9b5ea,8.322182463771385
892240639d1170ec0f4bb6248ba3e9bd390ed089,7.6940918883171845
89521736c16fbbd86315c3f3c555132aee8896ae,6.835854586644232
8960e95f79cd20b46b7e8fd09d0aa88015566a9a,8.120443420595175
8968e2c95fd09b05d48b4b094529d54d06bf6da5,7.295008048631791
899bf68f741b96e69c8b1d6bf22fd86e00b7c00f,7.033319223378506
89b7eb7ce1dccd4f6a7eb59017ac455cf1e57766,7.044133220741307
89cc639060f3d63cf21d893882e544497e32aeea,7.06262266168332
89cd14d1bb26c559102e9080a85ffa977cde7fda,6.279435902967392
89d4e10b3c250c027e108d10ebc00bda239e7e39,7.072438353106188
89fe8b96c04597a0fb63dca3a86e5f36e7580940,7.423140470835754
8a97d52d61d704e77f82fd7f1161d98054f48f25,6.596238500607807
8ab396fa5981adcdc777254c57ea744f1fd4cd2c,8.714698791773946
8aea6c59a11267f4143312770b4c84a2be56f353,7.8206198535014195
8b158f3040b574b6d08148e24946fba8bbdc29ca,7.217923495959091
8b2735093e532de21b7aabee43b9c76278bdd5cb,8.750180240631913
8b3f8cb80815c489e6278cfc1a371b3bee3f6e1e,8.260815815391375
8b43c7696dc13421431102cb4385363ee33513e0,6.871671774499318
8b557374000feae5ac9aee7b4078bfea53176ffc,6.435344438701495
8b65dcf807a9de0c95c0896919da04523176fab8,6.481017092409194
8beffc1494bb81af08c352aea875a183e45bd824,7.980761216035533
8bf27a767fce0a5fb359059183d06e01d62dca8c,5.2838198925073545
8c5d6de5fca9e769de9676c911d9e082ec1a9fb4,5.214453281657124
8c6976c873d2ab3f4af9188a4189c46a032a53d5,7.599906009071714
8cf96ad1e77c722694ef03a06a781d61d632f2c0,8.821503882408303
8d0a196c1c472a4601384f4235f293c4a341b3a9,7.368554129829508
8d14518288c33c098206996aab23c31b3eefc864,6.192020008355349
8d65a433657534866907ca34885953c36951db06,6.485265631062019
8d811d7887c2c868b631a2bd296412bde2b49bae,7.514312749014332
8d9b19c2ff7d630d2d48932f3c1d35aaa97ad51f,8.12100005746339
8dada7632816cb20f182c306ae74184ea9e056fb,7.118611557354948
8e20affd5aca29391f582b7dd756c83205297c11,7.4660266779345665
8e3a076971fce919b1a5a0bc62dcef86264a1c24,8.45409990606929
8e5fc3c13f17c0502fe3f0a8404b461b46183f8a,7.872600604165882
8ee77ba42fdd6aff7a9eaa84d70064c4cb39cdc2,6.262395797922788
8ee958ba68793684a9962e1b60847d7b73d7c9d1,8.075379883492802
8ef999ab1a83c2760064ac6c7a4b6c4115c5a186,13.06158932512542
8ef9f17bb904f437ec0a9849d820ed0f86843517,8.045354921119344
8f19ffb508b23f955b93ebd99153f8ec99025785,7.0541590706679385
8f7402db46b9b2a95aaa8282be9e471a3ee659ba,7.351368714020537
8fa7abd9421e396273c3571b177340434fc132f6,5.809049212703614
8fdb7157f90753735edf97fcc828b75e6a8042d6,6.595999782730108
9038ddd6c0d498cb8c65b4510e99e8527eabd40c,7.290781620858382
9081ee605de7c5e739569f3f829cba953cb918f4,7.081694034851641
908365770c09838aa1bc1874bf3915779910e775,7.578110768976535
908ccf9bf5e0e7ab597a09fa19d91b1a5563b43b,7.00486776575947
909386947a62f62c8b94ddde0b623b87c01e2524,6.027351097731399
90d54808ce52c41418550421c387818cae759dec,8.902995393197154
911315669fafba0a06cdbf08da7cff7e81f49759,7.3011526663439295
911daa5a6058823b007274f35ba038da7ec89a11,7.214789016715823
911f5eafac3def56e71836d495b740cd059edbcf,8.152084776669156
913eb5b320c3f4b475e8064303960997b0dd7a9f,6.0455233972459546
9167062812b68b140da9de7f824ec6131ef31a01,6.590448229661066
917f1aba835e5d7e79fc124c1d7a3c8c2588cf8b,8.130066377447415
91ccfc470d803af51ecbb91da39db5592e3a3324,8.960811751452008
91eb4058d0937eb5499d0f6b2a8dbae6f47eddf9,6.196805865754264
91f7019ee1831ead0e667cf264dfe7be6b743f3f,8.580346941849527
920523a6f06947927c3d1b9c2c902fae6eb740a1,8.3345657670181
921b990c548efb5620585b0fe3049ed43dfda903,6.3694562533662396
92213400df98f5441533511526206328cdde4159,7.251148134008962
927008a1eb1983b52fe269b504f398ca185603c3,6.940826906078391
9272bf390ef4a8e31a5285c14ec721495414c53a,6.810729658016551
92828f67b16f5e96ddb0d436aaa6f1193104c037,8.117899476985796
92a1cd997867a6115b3d079903e63aba8dd214cf,7.865948133426225
92cea32d04d98c66af1c1366fe9811047a9b1cea,10.814004178837656
92de4c1319bb3b07781b63801e4599302764dc5f,6.965999870366205
92e2b243f8ca7bf1ce773bedf8205980f034ff05,7.044577283598084
92f51b59f25a16e76b18441fbe797a2fa2a5d3b5,8.529225713235885
934776ec5bd2147907362602555bd692fc56aab9,8.150750088357421
93635a4013ec683f217cad90ca4e41aa557c3922,3.1512699682615075
93bda77bd8d32e4fa1a0549b76f807fbc22f1f7f,6.938555812769627
943f8910b7d79d76726a7c50a996a39a00fb033b,6.260767284919789
945546f9d4db4b9599e57ffd4271193406f0d96b,5.890836182184528
947a2e7cf57ae1a546f98831d861cd87c4fd5ff5,7.55230992412288
948fbf59cd52083820e8e1682a5bc2a34793997a,9.357378993381113
94ec21d59f07c2091e0359a0085fa6c569ed30c4,7.22126930545594
950671c7855e25bf4a8330768cabc430bee030c9,7.509030108464899
951b5bb9ecd6593cecd2bd72fdf62a0785bd3b3b,9.235246563997467
952c0daa0b72620df1288d516f0a2abeb5b3986d,5.356323021921593
952e48fc51ee7afbd972a8305c2f22a80ce9ce92,6.988614492465981
95c2c72faa0bcedf9452be96511b7ab488754e77,7.668786311561574
96013c7ce1186c9a18f5127959bb867243b1b9f2,8.7700916947855
962de82430c78164a7c1cceffdfe31dd0f3c3cd3,6.864858849341398
96d8f7656a57c4a757129d95863a463358a0c3ca,7.992056006090922
96ded661b95e3d4d3cf1c8d45aeae3b335224583,8.329941863051019
970dc7689a54be2108e10cf65af78d85288b64e9,7.87641391372703
97469bc8eac2e4fd57266fa9821a50561a4d8473,7.899253225094231
97983f3249349cfcb409b75d5f53e5cbab2bfa5a,7.954556666481896
979ddec134899a31461a05d820b9d6cad713715b,7.202595531959252
980a5ef7011a98b8fa55e5ac3d7ebce6f7784286,6.950162966807219
980f92c1ca3d1d662e790e884a1bafb6785dfe45,6.753186609715426
9843de5b71377fd3392db81e3178e11bbe90d95c,8.153268936156628
9871e11a3a4574e6b565733fe3e565f13d670744,6.971724473307574
987888aba1d68d84a51fcfef4131d649024e0aec,5.225499537593927
98903e3bc03971360097ad809526370f701ef5f7,7.424287964481825
98cafa82b3e7f1a3a179c62509778cf9290ca87c,6.97260145294406
9906fd2917a481b373848f6d084228f34ace63a4,6.473948621920686
99103791231143dd15aa77f2aeb87b2cd4a1c22e,6.692409056709396
9938999e257ea21c657f6c63ff386937544987aa,7.84363756151034
994f5b5cdc8a126efbb290700caf797948ac1841,7.8425653294668365
99751d158308f801241e028eb7c6b0363fc6ec88,7.347841346994228
9981528e7324f2d92c27f163b5d0424a07f94b67,7.283272078237893
99935e2b7f9f41bd823ece5418896aaf72e223fc,7.942898055078594
999704c760821f39257d453f58ae57cdc5db7cee,9.406576861463167
9a20834c7ddbbf82eff849ff8e4f321b856970de,7.653522029523081
9a31bbe1021725b074357ae4668bed6eb7e46bc1,6.961273083826479
9a5d7462df7a85794cd0d7d2c510ebf725d2e13d,8.030522834019337
9a6d7a470aab3fb51ab58261637c58c239ad804f,9.57811748664867
9a7c94325cf12595e72895187822c354cd8ef458,6.8339895053972715
9a8ad4a46036cc65da3ce25da0a1b9e70f979655,5.475805517894555
9aace874af47927645c48f21ffeb82f8e15f24e1,9.065635905900821
9b0622ca034d946055f8590f554fde632487742f,7.661134495182834
9b4fd6bc9be128b294d3a8590bb6a146bc503902,7.49829295980139
9b536900fbffe20f4db747af055dec68b3ddb6ab,4.683796190983532
9b6d776d82bca421eb10bc4a1f5f866af7fc2a3d,8.270319974519868
9b788cef19b68860b4cba1f072cfc4744e6610b7,6.219222585019631
9b9216e586500b4d619e331890d3745eea1176b0,7.31777692132124
9bbf52d74e4300842b27973d5e1d65a74c54c1b9,5.278374150696119
9bc8e6286b7a331de79c4c4e868b806c0b3bb12a,8.879578095791967
9c03af1da21c500de8e0a1be24e3c22d341961ca,5.608217481649629
9c4e901d499220d23e819ffe0156ef62c7bcfdbc,6.789635136416513
9c59b505cc82ae66d54df9629666137c9527e56d,8.543037152213987
9c8c8ca8e36d83954ecf380f84b01759c8363df6,6.04853572644607
9cb2a2853cd6c58a9b7d07a87ef3138c3cf723b8,7.247773384806242
9cf17df2214b19cf4cd63df22b802afde8cb98eb,7.731477823926508
9cf5d1c0d7ddfd6b78c222e83894ca3a75ee47f2,7.029999622882161
9d053bdf589efd451ff25e1977e438b11122e0fa,6.968531151985763
9d12b920015fc145b62c73ca689e71a362e33b35,6.227219296720187
9d46769291771df99e8061cc9c5d79aacb087210,6.248408295460265
9d549d02a71100ae95cf02deb371138097549edc,7.754006181273001
9d69c1d50467997289ee1396002cd197883a2b74,3.9598638153331653
9d789185f1d5fb7bd42acd9d6dc1f5380fef1c4c,7.124590848763443
9d91374d67624389dacb4b429b8fa8c18442b29c,6.183333303253004
9db80a153d642e12571588fd68473c6e307195df,8.56764876032653
9de51c3306c206bfeaf41f4aafc8526300a9f103,8.371431744295567
9deeecfc873e74ca5ef8b27fb6b22bf7a536ab86,6.364103848128472
9e0457ac0f2824c5e725d83bdeee91ed078343b4,10.853778512032354
9e1f7de0fe95b78cc2236adb52b0420b382b40c3,6.209468893671433
9e4c480f54169dd91629ec30917139f2b16bf6b3,7.475656185685713
9ec1ac8c3d812703485bee8d58b2a81f4edc8754,6.527028544528462
9ec591a707f8d7eaaa8b43b6faa23292511ffef3,6.95905377740664
9eef5b76500d606c0ace08b9cd3ee9403e9e9664,6.19333772955608
9f605b4802c811805adc38ae19035ded09a5e4b5,7.676909760134334
9f8f3fbc1f6d3f36859a33054203c55d028c6e65,6.5768013992993275
a05a86b21a7d5922fed8c50f36d307ed7a8cc70b,8.239513712602095
a05ee87ddc674ddf01518fe125eaeec0820ea53e,6.087533727464567
a07cb417ba30c0e4d8cc3831f093740ece8be01d,7.928332370790127
a0ec1fa9ef85571c363b1ff524a7bccd583b0ee2,5.990141720617551
a10c5f4ba04fc56032719cc84184c0ad5b5f8446,6.336765684024318
a11fcd52b2df310a3f3bf8e0561a2c587005e96d,7.582840811069977
a130e19ad47a6849ba0261a7a81a8d9bb93f3a7a,8.733140032832392
a18783b2a14d61192a1b97ce3daca9e67cb8cd59,7.684982291296218
a1b60c404f7df8f6f2695982048cac298567b821,7.581466405599939
a1d026f103e45011fefbfd9ddc32eedf16edd5f8,6.499333997408576
a211065a6e065d2421b924d4e9314f1026611aa2,6.436560248505859
a22a58c5be8aa2c2700619e37f2b7a6e4efa7e6b,8.520451862745139
a244f431e70a9d4c780ac6914b564d98c04ac7ff,6.414047902537478
a24729ea6c4aab24a9d6dc73513113e8b8fcf35c,6.174669902821244
a274dc9836c18bf295e9e81afecbdd72825ea79c,5.950982887810223
a30f91cf4dd6e15b62a675de5087a6db82d61f51,7.817336093653024
a3748712b8685edb49cf966b7e662e1647503013,4.080617995154315
a3c251eb71ac7769282f383672f19d3cf66f1b04,7.5202023797460855
a40402ff4c87721e74766e6751bb458653b3e686,7.058682163038451
a4a81c655f21aac65297532528cba5a28e8f5ab1,6.7942870460277485
a50e88cb6830931dd1271dfc49b3497d63bd436b,7.49309842383699
a52c67c0bc1c6ae7da7c6e4d38cc7ac5a869ed39,7.226955465444426
a576ed0ff4b19b2c864b2c489227a491ac670b84,4.988386618032141
a57d3a31b965e00aa208f4d499c0b3637f759838,6.060653462008913
a57e6a1dc883554789ef6049be9b51530a7aa207,7.49460406470185
a593667aa30cd094ca66d70dbb5ee98fc64d38f0,6.00698474764161
a5aef107fcfe6b7323ead96aed8ef74a69efe042,8.080571638895496
a5b034cb2c29d312a2e5475da6174e196cfc3c1b,8.294706021242026
a5f22a73b7cb93619da1f3cbc56febec52b1c16e,6.966281511551542
a5fbdd306fbe3003283cf2cb7ae4c371c9693290,7.742293799795029
a60f543d315ec120d2f433cdccc19342c9c3be02,8.326267499624754
a62742a35ef9194f7da07e547fe13f99bb6257bd,6.737810594038411
a632e2659eb116c7514dd825ffaa8939365c71e2,6.048822224861321
a65549b33ec5839c95aa1e9c2e50f74685ad7cc5,6.223658393580113
a688299300a50fed79edb502fb02fc503a564308,6.708077752873541
a6bd1b3de6ceb8be610c33e3a0e4a89350700984,5.387006227294035
a6f3201e19df0a0fdf0a3d878d6a8d2e50eefc70,6.5950659548155395
a727c00002127704e5ae41a4a08948dc43b4aefc,6.991181016534028
a7442b91887824d182c90cd82955b97a1404dc21,6.661850736309343
a74f9942a4bf89bc51a259bdd7f5427f1ccc82f8,7.656031878988063
a75958bf7ddea02d2c0d5a300c83abfe240f3552,10.882631245879985
a76e1891c401fc5f73f6942768488b1487533472,7.839362436965654
a7e953186fda9e7bf8368e2d00a19d024f7db5c8,8.640107483886574
a819175c8808635fda7c3854536f82d90a7b31cf,6.542676612153593
a832f98e370c27f9fbc8e0caec05700a96e89a4e,6.240992909548689
a90b8415afe8507a36e7be7511fd36f1045418b7,4.6000733494882144
a94238b07de77bffd5189487ac3d56b96db7e09a,7.798267865547327
a9947ca4f64f3122a22c7827ae089d48db8fd76d,6.20070650728677
a99c3a5ba8f7e25ea61f79dd74cb89d6d8bf8a43,8.108186745502675
a99ed97ee0e4d81fc9a8a5a5baaba5407a897b84,6.097491799767592
a9ccae25b9a8738fd3ce42dfb0fc5e92ca9b8d7f,7.46141798672146
a9da415ddd0567c5995957b2239621158a4521f1,9.185227263710072
aa01429991aa756b651364d54b7b28c2bfeb6c3c,6.154147008864538
aa1696aba3e93761b292c97c68bb0e06bb2f537d,7.57242660007608
aa2166a08738eb1a62d78686cce70fc5572d0607,6.852025222539062
aa2288779d4ddfe46b3dcab170577d4f5096ab15,5.374828406328254
aa2ad4e1f1035826e6351e1e801eb57c0b494267,8.190632624739505
aa8508f6aa7e91da7efc770fc0e04c471463ffeb,6.036133525037874
aa8e2b08e043c6d844c28cb004a224615af29e90,6.673903769237108
aa953585f60c1f5711c6d5159abbcaafcc89eb77,7.189908918693462
aafa3b985fc5f4f1f6dbe50b8edc01713225dd2d,8.617434243928074
ab2a1e43f425b67817553405c41c09a9bcb0e9c4,7.4455226872453295
ab4899d3252b533827ab7d15261b9edb38cf0a7a,7.518601763125282
ab4e0b5338de7292c155831c4bd68a740ae6d05f,5.886657014903031
ab7c842d24cac25a1a3852cce506ca92cb8ed428,6.05512517207967
aba3f0810ff4abb82c285780965735f59dffc070,8.232596860286865
abae080e558fbbcf25131d47ef3dbea697548f14,7.907780392330982
abf736b0441172883ba772951733e73d557598ab,7.2544481431151775
ac018ab3a6242492006b3ca1e0c508abd1761538,7.839791509943729
ac164aef8492a4d178d0704b602f0522512dd913,8.307216755305848
ac6104bfab84b79b7ff1f01c576e2b7442988f38,7.789687425715314
ac6522ed2e2b8a808bb80970ccffcb6572183349,8.2853181552883
ac7569c6eb788ec3ca408850d164b68f73bb148b,6.94308573963815
accf49bc7124b7fdffea9e75a869a597c4e8adce,5.4184913376668655
ad03c4fb44da8b106e362ef8c65fe2bf34a385d1,7.997436388370005
ad3d8c094d5606a8005bb22a4cf910e497a03224,6.4357241457530305
ad57f4feb3cdcdfbb77d4ccd074d9ca50227661d,8.71807001187327
ad77e6368d86e38cbf14a33770ca16b204522863,8.347791009114747
adc3882c435a390c34d34279b5528215928944df,8.466548698070122
adcfbf9c58d92335f9b971f6a9afd19d9feab214,7.651370746443397
add17ba1901ea9804a604aeed6ebe191d784785d,6.17523369759473
add21f371c1ade0e82ccdacf7ce016dc151a6968,7.584322107545202
add7a23a1b66010154da076a059216a13b90191a,7.035036225588126
addfbcc77f77c6c80cc3e55261cec181722e68cb,6.790855538173982
adf4cd4036fe7649e15bbc8379f224685017b379,5.858286162363858
ae75c8309bea2f4a1b1624ce50d0994d5b4dc451,8.600510717284497
ae7e6756887c7c2d0e3d26bb83045d298dcb5ddd,8.1488797416332
ae84ba8c1585fe80b8d2cc991a9cc4af2921a2a2,8.136040822213378
aeae992591ef4a9423528eb6029301cbd29daff5,5.626284851576598
aef76b2d6bbd67cf3aac958965862b263c50d4e6,7.311413739728303
af124b723c6d0d777c60479978e8da661b34bc2a,8.389678590956162
af12f06588c971f6425a28d61e4511bafff05bb7,7.4345854395421505
af618fc07f8f8c9e1697d7e8ce5cea9dd4ddee00,8.33129912709742
af744dfd0234f2b89d667f962f13cff1b5d0c9e0,7.769682655486141
af8cb88c604c245257dfd33607bcb87cd357d3c9,5.4971317515720965
af99c21153a5cd9289febb0cc7d1f8cbee810621,5.022250909729548
afc376cc4bc5460a941a5d21f91d19f159cdf490,6.651499476970424
b002ea316ac314e47c6aceffd6583bd300962387,7.886307273053708
b03084cbf44b7fc100db518a5ff7ef7e9924c260,8.672353223572758
b041f9ef5ab6da232256530cf8e22c31ac99971d,9.376939419970554
b0718e2faa64ff947c0ba9e9516616b44c8f4a5d,6.600139120256508
b0f303b4bc78b12a467c465db3b050425eadbf64,7.18314196041447
b1179b71e93f6ccfe9702cc342e53c5c04d2cf60,7.198934346193463
b11bdeda44addd99b9b0cdc016fcd27262b51fdb,7.110849542667788
b11c7371190aaf26293afea3ba2146f21205f73f,6.484369112896709
b152244728671db447c59ab0796fac9a423e1356,6.78218503923995
b1e8855867b91eadecefd05a09f101799008b8c7,7.183271730293539
b25340984452108c2928e20f412866a7dbf4646c,8.562353682975973
b27862a2f9590331f29ffdc8f3648dec2a7a7d30,6.129230885239503
b2a46e3625d075ff330baf8e18019e1af424bc62,6.0743290123699065
b2b334fbcfc12bdf6bba8dc45aa8ade3ddb746aa,6.436963634162101
b2c520e7e4ea03898e0b8204fea068149d5535c8,8.640122006835515
b392a38d92631885c3b63500548976ac63518da7,5.616465489372816
b3946c98c388b721854634038fbd1820a7ff046d,5.673759466890419
b3f68ef83acd623f98f4a03fc633905fb2a5b027,8.596008414293827
b459886eb6e03f683c364b338a5c2f4776391dbc,9.156299854119005
b45e8d507778dab56f381a681c453cbf4d3b4050,6.132656776337945
b4742d304d9cd4891aac3cedf5905676e9fcc9d5,8.091402112576157
b51687ca4edcbe2376bc3204617227bceb0a52c0,6.972586235917314
b51b95c923fbe5e4f47342faa554cacb44477016,6.248632169287209
b52028ddeb0e0289019154f32e763393f83a30a9,7.77035878136078
b56069b7f468c9cb3ff1ed8830af52d4e2fe60c0,6.5405434003291525
b6535907c852434b9243df7a0e65f04d688d049f,9.186109001113927
b68533a39390311fdd9ca8baced33145784eb561,7.406050704271074
b6cb94c201726bd4e4dcadc007dba2c69933e0c1,7.004546158004772
b6de7562a3dfc6522d1d9f86967f5159e3f2f090,7.596812618735249
b6e252e4989b3b422d69eae06831ad0bfd396126,7.068515500641451
b7047722486e995e27292b5ab1945d72ab5a3708,7.268526183352495
b722e6209f2858faf0bf80947cadcbde586bb666,6.712334563036029
b7289b3b24fd67017ed82f62a889b4c9a0fb5ba4,4.480015369638545
b7297bd49e99532695b6290f29fac82928f9e03d,7.868520030783096
b7298b0fe50443a623af9b56792b330c2d052845,7.915289948297559
b729f209cdcbb802e5f6f16fd902793131660968,5.971623648545647
b72f0fecebc0120609eb4643631055b2e7a31fd7,7.657014358910668
b75c5320a2ce606e7c46d1f82723e1e461f37a68,6.565036826051592
b7931b60e23916058a5767895b9214dac7a6515e,8.400189450384623
b7ea6b3de19afe8e98d52228dfcc3f3027f18891,8.088021174786277
b80a4c674f6640d304722f4a92eb9b47345f1258,5.638261149477492
b8b78832d415b2137aaa400ec638ca3828510a71,8.545496576459295
b8e898c506ad360ead5d4fafe6651fadfed6645a,6.617277547938149
b9cfcb9ade5f88679b72a7977c50eaca7170206b,6.594668933170246
b9db6bc5ded963759b9a1db58adbaad3314169d6,7.1554742171191865
ba0b274a12a5891f98da7f012d4c757aeb822917,7.580429571828166
ba12c0a2cb367af0467e479c03507c71a805d291,7.995953626566547
ba37558e4c84bdb5486d1b3622b0ac7ed3d5222d,8.359507939746864
baa9b5294556d31b066df7e0dd8b1b0b1a8bb9f2,8.573003208318896
baae1f7bd8567b6f9e220cc863c92124fa71e1fe,9.5158085481528
baccf806cbacabe5f3a91ecd093cf36b4db436a6,6.71961863115472
badea8134ecf83e912ac6628ec12465e227c1e6a,7.130305965238683
badf8b0a0c342afb7e1eecc4fb19feb7ed28e180,6.633207810147643
